tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0293715,movie,My Sassy Girl,Yeopgijeogin geunyeo,0,2001,,137,"Comedy,Drama,Romance",7.9,51724
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,,147,"Drama,Mystery,Thriller",7.9,406611
tt5221894,movie,The Other Me,Eteros ego,0,2016,,101,"Crime,Drama,Mystery",7.9,13443
tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,,150,"Action,Crime,Thriller",7.9,135618
tt5116302,movie,Togo,Togo,0,2019,,113,"Adventure,Biography,Drama",7.9,58845
tt10869778,movie,Maidaan,Maidaan,0,2024,,181,"Biography,Drama,History",7.9,22700
tt1032846,movie,"4 Months, 3 Weeks and 2 Days","4 luni, 3 saptamâni si 2 zile",0,2007,,113,Drama,7.9,64654
tt1360860,movie,About Elly,Darbareye Elly,0,2009,,119,"Drama,Mystery",7.9,59113
tt1188996,movie,My Name Is Khan,My Name Is Khan,0,2010,,165,"Drama,Romance",7.9,119562
tt1282139,movie,Cars of the Revolution,Devrim Arabalari,0,2008,,120,"Drama,History",7.9,13015
tt14849194,movie,The Holdovers,The Holdovers,0,2023,,133,"Comedy,Drama",7.9,199254
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,,132,"Action,Adventure,Sci-Fi",7.9,769616
tt0181875,movie,Almost Famous,Almost Famous,0,2000,,122,"Adventure,Comedy,Drama",7.9,303958
tt0796366,movie,Star Trek,Star Trek,0,2009,,127,"Action,Adventure,Sci-Fi",7.9,629406
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,,142,"Adventure,Family,Fantasy",7.9,728467
tt25434834,movie,Viduthalai Part 2,Viduthalai Part 2,0,2024,,170,"Action,Crime,Drama",7.8,16073
tt1816518,movie,Ernest & Celestine,Ernest et Célestine,0,2012,,80,"Adventure,Animation,Comedy",7.8,23273
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,,138,"Action,Adventure,Sci-Fi",7.8,998599
tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,,152,"Crime,Drama,Mystery",7.8,226798
tt3169706,movie,Pride,Pride,0,2014,,119,"Biography,Comedy,Drama",7.8,63556
tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,,121,"Action,Comedy,Mystery",7.8,551518
tt0420332,movie,Veer-Zaara,Veer-Zaara,0,2004,,192,"Drama,Family,Musical",7.8,59747
tt1596363,movie,The Big Short,The Big Short,0,2015,,130,"Biography,Comedy,Drama",7.8,510659
tt0401085,movie,C.R.A.Z.Y.,C.R.A.Z.Y.,0,2005,,129,"Comedy,Drama",7.8,34687
tt5013056,movie,Dunkirk,Dunkirk,0,2017,,106,"Action,Drama,History",7.8,772362
tt30970235,movie,Article 370,Article 370,0,2024,,158,"Action,Drama,Thriller",7.8,24741
tt14230458,movie,Poor Things,Poor Things,0,2023,,141,"Comedy,Drama,Romance",7.8,340733
tt0379786,movie,Serenity,Serenity,0,2005,,119,"Action,Adventure,Sci-Fi",7.8,310484
tt0964517,movie,The Fighter,The Fighter,0,2010,,116,"Action,Biography,Drama",7.8,398767
tt3553976,movie,Captain Fantastic,Captain Fantastic,0,2016,,118,"Comedy,Drama",7.8,243716
tt2967286,movie,Steins;Gate: The Movie - Load Region of Déjà Vu,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,0,2013,,90,"Animation,Mystery,Sci-Fi",7.8,10421
tt27470893,movie,Chandu Champion,Chandu Champion,0,2024,,142,"Action,Biography,Drama",7.8,33909
tt0460791,movie,The Fall,The Fall,0,2006,,117,"Adventure,Drama,Fantasy",7.8,122878
tt2194499,movie,About Time,About Time,0,2013,,123,"Comedy,Drama,Fantasy",7.8,412094
tt2382298,movie,Life Itself,Life Itself,0,2014,,121,"Biography,Documentary",7.8,16485
tt14331144,movie,Jujutsu Kaisen 0,Gekijouban Jujutsu Kaisen 0,0,2021,,112,"Action,Animation,Fantasy",7.8,49676
tt0323013,movie,Lakshya,Lakshya,0,2004,,186,"Action,Drama,Romance",7.8,26645
tt9660502,movie,Close,Close,0,2022,,104,Drama,7.8,43193
tt3742378,movie,The Second Mother,Que Horas Ela Volta?,0,2015,,112,"Comedy,Drama",7.8,18280
tt0456149,movie,The Death of Mr. Lazarescu,Moartea domnului Lazarescu,0,2005,,153,"Comedy,Drama",7.8,16354
tt0388473,movie,Tokyo Godfathers,Tôkyô goddofâzâzu,0,2003,,92,"Adventure,Animation,Comedy",7.8,50976
tt0291350,movie,Millennium Actress,Sennen joyû,0,2001,,87,"Animation,Drama,Fantasy",7.8,34473
tt10083340,movie,Gangubai Kathiawadi,Gangubai Kathiawadi,0,2022,,152,"Biography,Crime,Drama",7.8,64150
tt0347048,movie,Head-On,Gegen die Wand,0,2004,,121,"Drama,Romance",7.8,59281
tt5207158,movie,South Wind,Juzni vetar,0,2018,,130,"Crime,Drama,Thriller",7.8,12916
tt0427312,movie,Grizzly Man,Grizzly Man,0,2005,,103,"Biography,Documentary",7.8,64496
tt2358913,movie,Berserk: The Golden Age Arc III - The Advent,Berserk: Ougon jidai-hen III - Kourin,0,2013,,110,"Action,Adventure,Animation",7.8,12527
tt2321405,movie,My Life as a Zucchini,Ma vie de Courgette,0,2016,,70,"Animation,Comedy,Drama",7.8,31242
tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,,168,"Crime,Drama,Mystery",7.8,690958
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,,119,"Action,Mystery,Thriller",7.8,594356
tt1287878,movie,Poetry,Si,0,2010,,139,Drama,7.8,14164
tt2331143,movie,"Like Father, Like Son",Soshite chichi ni naru,0,2013,,121,Drama,7.8,29657
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,,161,"Adventure,Fantasy",7.8,731310
tt5213534,movie,Oasis: Supersonic,Supersonic,0,2016,,122,"Biography,Documentary,Music",7.8,13161
tt0291376,movie,Nayak: The Real Hero,Nayak: The Real Hero,0,2001,,187,"Action,Drama,Thriller",7.8,18558
tt0332280,movie,The Notebook,The Notebook,0,2004,,123,"Drama,Romance",7.8,654652
tt26658272,movie,Amar Singh Chamkila,Amar Singh Chamkila,0,2024,,145,"Biography,Drama,Music",7.8,16299
tt1827487,movie,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,0,2011,,157,"Crime,Drama,Thriller",7.8,52148
tt0783233,movie,Atonement,Atonement,0,2007,,123,"Drama,Mystery,Romance",7.8,313764
tt1813757,movie,Who Killed Captain Alex?,Who Killed Captain Alex?,0,2010,,64,"Action,Comedy,Crime",7.8,11399
tt0292542,movie,Son of the Bride,El hijo de la novia,0,2001,,123,"Comedy,Drama",7.8,17010
tt12262116,movie,Thirteen Lives,Thirteen Lives,0,2022,,147,"Biography,Drama,Thriller",7.8,73559
tt1772925,movie,Jiro Dreams of Sushi,Jiro Dreams of Sushi,0,2011,,81,Documentary,7.8,38912
tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,,147,"Biography,Drama,History",7.8,226932
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,,137,Drama,7.8,333373
tt2013293,movie,The Wind Rises,Kaze tachinu,0,2013,,126,"Animation,Biography,Drama",7.8,106279
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,,169,"Adventure,Fantasy",7.8,902143
tt13206926,movie,Joji,Joji,0,2021,,113,"Crime,Drama",7.8,11677
tt1260502,movie,Ghost in the Shell 2.0,Kôkaku kidôtai 2.0,0,2008,,83,"Action,Animation,Crime",7.8,15633
tt23770030,movie,Memoir of a Snail,Memoir of a Snail,0,2024,,95,"Animation,Drama",7.8,17516
tt1051907,movie,For Love and Honor,Kabadayi,0,2007,,140,"Crime,Drama",7.8,24952
tt28288786,movie,Premalu,Premalu,0,2024,,156,"Comedy,Romance",7.8,19594
tt0358273,movie,Walk the Line,Walk the Line,0,2005,,136,"Biography,Drama,Music",7.8,274044
tt11382384,movie,The Dissident,The Dissident,0,2020,,119,"Crime,Documentary,Thriller",7.8,30836
tt4769824,movie,In This Corner (and Other Corners) of the World,Kono sekai no katasumi ni,0,2016,,129,"Animation,Drama,History",7.8,13202
tt0373856,movie,Gangaajal,Gangaajal,0,2003,,157,"Action,Crime,Drama",7.8,18601
tt0765429,movie,American Gangster,American Gangster,0,2007,,157,"Biography,Crime,Drama",7.8,471272
tt16277242,movie,Society of the Snow,La sociedad de la nieve,0,2023,,144,"Adventure,Biography,Drama",7.8,161562
tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,,102,"Action,Adventure,Animation",7.8,381082
tt0851577,movie,The Island,Ostrov,0,2006,,112,"Comedy,Drama",7.8,12938
tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,,127,"Biography,Drama,History",7.8,274117
tt0780504,movie,Drive,Drive,0,2011,,100,"Action,Drama",7.8,735194
tt7758160,movie,Goodachari,Goodachari,0,2018,,147,"Action,Thriller",7.8,12419
tt10895576,movie,Mimi,Mimi,0,2021,,132,"Comedy,Drama",7.8,44654
tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,,113,"Action,Crime",7.8,433005
tt31711040,movie,Look Back,Rukku bakku,0,2024,,58,"Animation,Drama",7.8,15042
tt0300140,movie,Lilya 4-Ever,Lilja 4-ever,0,2002,,109,"Crime,Drama",7.8,52451
tt7268738,movie,Minnal Murali,Minnal Murali,0,2021,,158,"Action,Comedy,Drama",7.8,33715
tt0139654,movie,Training Day,Training Day,0,2001,,122,"Crime,Drama,Thriller",7.8,495463
tt3841424,movie,Land of Mine,Under sandet,0,2015,,100,"Drama,History,War",7.8,47719
tt1235166,movie,A Prophet,Un prophète,0,2009,,155,"Crime,Drama",7.8,104928
tt5168192,movie,"I, Daniel Blake","I, Daniel Blake",0,2016,,100,Drama,7.8,66744
tt3262342,movie,Loving Vincent,Loving Vincent,0,2017,,94,"Animation,Drama,Mystery",7.8,66158
tt0472043,movie,Apocalypto,Apocalypto,0,2006,,139,"Action,Adventure,Drama",7.8,344719
tt11107074,movie,My Hero Academia: Heroes Rising,Boku no Hîrô Akademia za Mûbî Hîrôzu: Raijingu,0,2019,,104,"Action,Adventure,Animation",7.8,11040
tt8535968,movie,System Crasher,Systemsprenger,0,2019,,125,Drama,7.8,15824
tt5104604,movie,Isle of Dogs,Isle of Dogs,0,2018,,101,"Adventure,Animation,Comedy",7.8,199768
tt0275277,movie,Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,0,2001,,115,"Action,Animation,Crime",7.8,55488
tt0449059,movie,Little Miss Sunshine,Little Miss Sunshine,0,2006,,101,"Comedy,Drama",7.8,536972
tt31434639,movie,Warfare,Warfare,0,2025,,95,"Action,Drama,War",7.8,17354
tt2061702,movie,To the Forest of Firefly Lights,Hotarubi no mori e,0,2011,,45,"Animation,Drama,Fantasy",7.8,23596
tt4285496,movie,Embrace of the Serpent,El abrazo de la serpiente,0,2015,,125,"Adventure,Biography,Drama",7.8,25200
tt2531318,movie,The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,0,2016,,106,"Documentary,History,Music",7.8,14176
tt1924396,movie,The Best Offer,La migliore offerta,0,2013,,131,"Crime,Drama,Mystery",7.8,133129
tt0320193,movie,Oasis,Oasiseu,0,2002,,133,"Drama,Romance",7.8,10941
tt2870648,movie,Amy,Amy,0,2015,,128,"Biography,Documentary,Music",7.8,56952
tt2180477,movie,Nanban,Nanban,0,2012,,188,"Comedy,Drama",7.8,17620
tt1839596,movie,Rockstar,Rockstar,0,2011,,159,"Drama,Music,Romance",7.8,52539
tt1877830,movie,The Batman,The Batman,0,2022,,176,"Action,Crime,Drama",7.8,869719
tt26660021,movie,Aavesham,Aavesham,0,2024,,155,"Action,Comedy",7.8,28125
tt0325710,movie,The Last Samurai,The Last Samurai,0,2003,,154,"Action,Drama",7.8,488682
tt0372824,movie,The Chorus,Les choristes,0,2004,,97,"Drama,Music",7.8,69479
tt0907657,movie,Once,Once,0,2006,,86,"Drama,Music,Musical",7.8,123233
tt1286537,movie,"Food, Inc.","Food, Inc.",0,2008,,94,"Documentary,News",7.8,52813
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,,113,"Biography,Comedy,Drama",7.8,240253
tt1302006,movie,The Irishman,The Irishman,0,2019,,209,"Biography,Crime,Drama",7.8,452783
tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,,114,"Drama,Fantasy,Horror",7.8,233255
tt1655442,movie,The Artist,The Artist,0,2011,,100,"Comedy,Drama,Romance",7.8,252198
tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,0,2022,,148,"Drama,History,War",7.8,273312
tt2872718,movie,Nightcrawler,Nightcrawler,0,2014,,117,"Crime,Drama,Thriller",7.8,636216
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,,166,"Drama,Fantasy,Romance",7.8,720974
tt6710474,movie,Everything Everywhere All at Once,Everything Everywhere All at Once,0,2022,,139,"Action,Adventure,Comedy",7.8,579539
tt27431598,movie,Bramayugam,Bramayugam,0,2024,,139,"Drama,Horror,Thriller",7.8,14133
tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,,94,"Adventure,Comedy,Drama",7.8,374589
tt7455754,movie,The Game Changers,The Game Changers,0,2018,,86,"Documentary,Sport",7.8,22340
tt0171359,movie,Hamlet,Hamlet,0,2000,,112,"Drama,Romance,Thriller",5.9,10218
tt0462519,movie,School for Scoundrels,School for Scoundrels,0,2006,,100,Comedy,5.9,31320
tt1477855,movie,Hyde Park on Hudson,Hyde Park on Hudson,0,2012,,94,"Biography,Comedy,Drama",5.9,12528
tt1666185,movie,All Eyez on Me,All Eyez on Me,0,2017,,139,"Biography,Drama,Music",5.9,25511
tt2034800,movie,The Great Wall,The Great Wall,0,2016,,103,"Action,Adventure,Fantasy",5.9,153326
tt0338096,movie,Dirty Dancing: Havana Nights,Dirty Dancing: Havana Nights,0,2004,,86,"Drama,Music,Romance",5.9,30116
tt8368406,movie,Vivarium,Vivarium,0,2019,,97,"Horror,Mystery,Sci-Fi",5.9,82750
tt21191806,movie,Back in Action,Back in Action,0,2025,,114,"Action,Comedy",5.9,55062
tt0479500,movie,Nancy Drew,Nancy Drew,0,2007,,99,"Comedy,Crime,Family",5.9,22016
tt0881320,movie,Sanctum,Sanctum,0,2011,,108,"Action,Adventure,Drama",5.9,58041
tt0289848,movie,Analyze That,Analyze That,0,2002,,96,"Comedy,Crime",5.9,91218
tt3286052,movie,The Blackcoat's Daughter,February,0,2015,,93,"Horror,Mystery,Thriller",5.9,29757
tt0450314,movie,Punisher: War Zone,Punisher: War Zone,0,2008,,103,"Action,Crime,Drama",5.9,69157
tt1296898,movie,Waiting for Forever,Waiting for Forever,0,2010,,95,"Comedy,Drama,Romance",5.9,20283
tt0485985,movie,Red Tails,Red Tails,0,2012,,125,"Action,Drama,History",5.9,37927
tt6063050,movie,Acrimony,Acrimony,0,2018,,120,"Drama,Horror,Romance",5.9,10483
tt14371860,movie,Apartment 7A,Apartment 7A,0,2024,,107,"Horror,Thriller",5.9,16564
tt1010271,movie,The Poughkeepsie Tapes,The Poughkeepsie Tapes,0,2007,,81,"Horror,Mystery,Thriller",5.9,28345
tt0838247,movie,After.Life,After.Life,0,2009,,104,"Drama,Mystery,Thriller",5.9,42241
tt4181052,movie,Special Correspondents,Special Correspondents,0,2016,,101,Comedy,5.9,26915
tt3949660,movie,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,0,2016,,112,"Action,Adventure,Comedy",5.9,103328
tt0216216,movie,The 6th Day,The 6th Day,0,2000,,123,"Action,Mystery,Sci-Fi",5.9,130756
tt4823776,movie,The SpongeBob Movie: Sponge on the Run,The SpongeBob Movie: Sponge on the Run,0,2020,,91,"Adventure,Animation,Comedy",5.9,23748
tt0372237,movie,Guess Who,Guess Who,0,2005,,105,"Comedy,Romance",5.9,47137
tt0477071,movie,Premonition,Premonition,0,2007,,96,"Drama,Fantasy,Mystery",5.9,83335
tt0244000,movie,American Outlaws,American Outlaws,0,2001,,94,"Action,Western",5.9,18121
tt1093908,movie,Confessions of a Shopaholic,Confessions of a Shopaholic,0,2009,,104,"Comedy,Romance",5.9,85543
tt8883486,movie,Medieval,Medieval,0,2022,,125,"Action,Drama,History",5.9,13852
tt9531772,movie,Sooryavanshi,Sooryavanshi,0,2021,,145,"Action,Crime,Drama",5.9,80321
tt0865559,movie,My Life in Ruins,My Life in Ruins,0,2009,,95,"Comedy,Romance",5.9,21200
tt0411061,movie,88 Minutes,88 Minutes,0,2007,,108,"Crime,Drama,Mystery",5.9,79403
tt2474024,movie,The Last Five Years,The Last Five Years,0,2014,,94,"Comedy,Drama,Musical",5.9,11033
tt30057084,movie,Babygirl,Babygirl,0,2024,,114,"Drama,Romance,Thriller",5.9,55876
tt5670152,movie,Traffik,Traffik,0,2018,,96,"Action,Thriller",5.9,22211
tt21276878,movie,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,0,2023,,103,Comedy,5.9,26213
tt3445702,movie,1/1,1/1,0,2018,,85,Drama,5.9,11199
tt0763831,movie,A Thousand Words,A Thousand Words,0,2012,,91,"Comedy,Drama,Fantasy",5.9,46405
tt4131496,movie,The Vanishing,The Vanishing,0,2018,,107,"Drama,Mystery,Thriller",5.9,21851
tt3717490,movie,Power Rangers,Power Rangers,0,2017,,124,"Action,Adventure,Fantasy",5.9,116880
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,,114,Comedy,5.9,113477
tt0791304,movie,Georgia Rule,Georgia Rule,0,2007,,113,"Comedy,Drama",5.9,28212
tt2387499,movie,Keeping Up with the Joneses,Keeping Up with the Joneses,0,2016,,105,"Action,Comedy",5.9,70612
tt2397461,movie,Clifford the Big Red Dog,Clifford the Big Red Dog,0,2021,,96,"Adventure,Comedy,Family",5.9,18025
tt0314063,movie,Immortal,Immortel (ad vitam),0,2004,,103,"Drama,Sci-Fi,Thriller",5.9,22085
tt1658837,movie,The Tall Man,The Tall Man,0,2012,,106,"Crime,Drama,Horror",5.9,44141
tt4975920,movie,The Kid,The Kid,0,2019,,100,"Biography,Drama,Western",5.9,10024
tt1034314,movie,Iron Sky,Iron Sky,0,2012,,93,"Action,Adventure,Comedy",5.9,97630
tt10793644,movie,The Vigil,The Vigil,0,2019,,89,"Horror,Mystery,Thriller",5.8,10493
tt0456020,movie,Waist Deep,Waist Deep,0,2006,,97,"Action,Crime,Drama",5.8,10718
tt10733228,movie,Gehraiyaan,Gehraiyaan,0,2022,,148,"Drama,Romance",5.8,44792
tt0964587,movie,St. Trinian's,St. Trinian's,0,2007,,97,"Comedy,Family",5.8,24124
tt0373051,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,,93,"Action,Adventure,Family",5.8,136116
tt15574270,movie,I Saw the TV Glow,I Saw the TV Glow,0,2024,,100,"Drama,Mystery",5.8,36397
tt8004664,movie,Come Play,Come Play,0,2020,,96,"Drama,Horror,Mystery",5.8,19316
tt0414982,movie,Final Destination 3,Final Destination 3,0,2006,,93,"Horror,Thriller",5.8,163483
tt1186370,movie,Spread,Spread,0,2009,,97,"Comedy,Drama,Romance",5.8,42685
tt0286788,movie,What a Girl Wants,What a Girl Wants,0,2003,,105,"Comedy,Drama,Family",5.8,68643
tt1939659,movie,Carrie,Carrie,0,2013,,100,"Drama,Horror,Thriller",5.8,152222
tt0486051,movie,Wind Chill,Wind Chill,0,2007,,91,"Adventure,Drama,Horror",5.8,25893
tt1059836,movie,Transit,Transit,0,2012,,88,"Action,Crime,Thriller",5.8,12002
tt1321511,movie,Oldboy,Oldboy,0,2013,,104,"Action,Drama,Mystery",5.8,82890
tt10483386,movie,Mumbai Saga,Mumbai Saga,0,2021,,135,"Action,Crime,History",5.8,10056
tt0271946,movie,The Accidental Spy,Dak mo mai sing,0,2001,,87,"Action,Comedy,Crime",5.8,19299
tt5442456,movie,24 Hours to Live,24 Hours to Live,0,2017,,93,"Action,Sci-Fi,Thriller",5.8,16794
tt4429194,movie,Paris Can Wait,Bonjour Anne,0,2016,,92,"Comedy,Drama,Romance",5.8,10066
tt10065694,movie,Antebellum,Antebellum,0,2020,,105,"Drama,Horror,Mystery",5.8,30984
tt10521144,movie,Nightbooks,Nightbooks,0,2021,,103,"Family,Fantasy,Horror",5.8,11039
tt2006040,movie,A Fantastic Fear of Everything,A Fantastic Fear of Everything,0,2012,,100,"Comedy,Horror",5.8,15538
tt0267891,movie,The Ringer,The Ringer,0,2005,,94,"Comedy,Sport",5.8,39775
tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,,91,"Adventure,Animation,Comedy",5.8,41819
tt1129445,movie,Amelia,Amelia,0,2009,,111,"Adventure,Biography,Drama",5.8,13980
tt0816436,movie,Black Water,Black Water,0,2007,,90,"Adventure,Drama,Horror",5.8,16617
tt0338466,movie,Stuck on You,Stuck on You,0,2003,,118,Comedy,5.8,55906
tt2693664,movie,Young Ones,Young Ones,0,2014,,100,"Action,Drama,Romance",5.8,10674
tt0452594,movie,The Break-Up,The Break-Up,0,2006,,106,"Comedy,Drama,Romance",5.8,142086
tt9619798,movie,The Wrong Missy,The Wrong Missy,0,2020,,90,"Comedy,Romance",5.8,48198
tt1517260,movie,The Host,The Host,0,2013,,125,"Action,Adventure,Drama",5.8,120196
tt26753003,movie,Trap,Trap,0,2024,,105,"Crime,Horror,Mystery",5.8,139538
tt0499097,movie,Without Remorse,Without Remorse,0,2021,,109,"Action,Drama,Thriller",5.8,67759
tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,0,2012,,89,"Adventure,Animation,Comedy",5.8,27447
tt3128900,movie,Miss Meadows,Miss Meadows,0,2014,,88,"Comedy,Crime,Drama",5.8,11007
tt0221218,movie,The Glass House,The Glass House,0,2001,,106,"Crime,Drama,Mystery",5.8,41152
tt2417712,movie,Goon: Last of the Enforcers,Goon: Last of the Enforcers,0,2017,,101,"Comedy,Sport",5.8,15496
tt13456318,movie,Persuasion,Persuasion,0,2022,,108,"Drama,Romance",5.8,37935
tt0210382,movie,The Weight of Water,The Weight of Water,0,2000,,114,"Crime,Drama,Mystery",5.8,10257
tt0449487,movie,Passengers,Passengers,0,2008,,93,"Mystery,Romance,Thriller",5.8,40172
tt0821640,movie,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,0,2009,,100,"Comedy,Fantasy,Romance",5.8,97083
tt0402057,movie,Beowulf & Grendel,Beowulf & Grendel,0,2005,,103,"Action,Adventure,Drama",5.8,18911
tt15326988,movie,Ghosted,Ghosted,0,2023,,116,"Action,Adventure,Comedy",5.8,72654
tt4566758,movie,Mulan,Mulan,0,2020,,115,"Action,Adventure,Drama",5.8,163933
tt6769280,movie,Time Freak,Time Freak,0,2018,,104,"Comedy,Drama,Romance",5.8,10152
tt0420294,movie,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,0,2006,,91,Horror,5.8,79510
tt0184858,movie,Reindeer Games,Reindeer Games,0,2000,,104,"Action,Crime,Thriller",5.8,43532
tt0348836,movie,Gothika,Gothika,0,2003,,98,"Horror,Mystery,Thriller",5.8,122037
tt1620981,movie,The Addams Family,The Addams Family,0,2019,,86,"Animation,Comedy,Family",5.8,47019
tt1092633,movie,"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard",0,2009,,89,Comedy,5.7,22962
tt0409182,movie,Poseidon,Poseidon,0,2006,,98,"Action,Adventure,Thriller",5.7,113051
tt0300532,movie,Blue Crush,Blue Crush,0,2002,,104,"Drama,Romance,Sport",5.7,33737
tt5500218,movie,Samaritan,Samaritan,0,2022,,102,"Action,Drama,Fantasy",5.7,58823
tt9000184,movie,Goodnight Mommy,Goodnight Mommy,0,2022,,92,"Crime,Drama,Horror",5.7,17636
tt26674627,movie,Resident Evil: Death Island,Baiohazâdo: Desuairando,0,2023,,91,"Action,Animation,Horror",5.7,10247
tt3520418,movie,We Are Still Here,We Are Still Here,0,2015,,84,"Horror,Mystery",5.7,20514
tt1536410,movie,Faces in the Crowd,Faces in the Crowd,0,2011,,103,"Crime,Drama,Mystery",5.7,20548
tt2040560,movie,The Pact,The Pact,0,2012,,89,"Horror,Mystery,Thriller",5.7,25893
tt2099556,movie,Antiviral,Antiviral,0,2012,,108,"Horror,Mystery,Sci-Fi",5.7,16136
tt2499472,movie,Point Blank,Point Blank,0,2019,,86,"Action,Crime,Drama",5.7,16161
tt5316540,movie,Close,Close,0,2019,,94,"Action,Drama,Thriller",5.7,28053
tt4009278,movie,Intruders,Shut In,0,2015,,90,"Drama,Horror,Thriller",5.7,14816
tt0913354,movie,Armored,Armored,0,2009,,88,"Action,Crime,Mystery",5.7,32407
tt8663516,movie,Child's Play,Child's Play,0,2019,,90,"Drama,Horror,Sci-Fi",5.7,58629
tt3095734,movie,Monster Trucks,Monster Trucks,0,2016,,104,"Action,Adventure,Comedy",5.7,19734
tt5616294,movie,Spinning Man,Spinning Man,0,2018,,100,"Drama,Mystery,Thriller",5.7,13628
tt3348730,movie,Jigsaw,Jigsaw,0,2017,,92,"Horror,Mystery,Thriller",5.7,98141
tt8521876,movie,Yes Day,Yes Day,0,2021,,86,"Comedy,Family",5.7,32459
tt0331953,movie,Club Dread,Club Dread,0,2004,,104,"Comedy,Horror,Mystery",5.7,32167
tt0265029,movie,America's Sweethearts,America's Sweethearts,0,2001,,102,"Comedy,Romance",5.7,61805
tt9059704,movie,An American Pickle,An American Pickle,0,2020,,88,"Comedy,Fantasy",5.7,28062
tt1691917,movie,Planes,Planes,0,2013,,91,"Adventure,Animation,Comedy",5.7,50486
tt8976576,movie,Vampires vs. the Bronx,Vampires vs. the Bronx,0,2020,,85,"Comedy,Horror",5.7,11571
tt0371606,movie,Chicken Little,Chicken Little,0,2005,,81,"Adventure,Animation,Comedy",5.7,104977
tt0837563,movie,Pet Sematary,Pet Sematary,0,2019,,100,"Horror,Mystery,Thriller",5.7,101720
tt4073790,movie,The Darkest Minds,The Darkest Minds,0,2018,,104,"Action,Adventure,Drama",5.7,38690
tt13364468,movie,Love Hostel,Love Hostel,0,2022,,100,"Crime,Romance,Thriller",5.7,11482
tt0186045,movie,Drowning Mona,Drowning Mona,0,2000,,96,"Comedy,Crime,Mystery",5.7,16018
tt1183374,movie,Pet,Pet,0,2016,,94,"Crime,Horror,Thriller",5.7,19684
tt10298840,movie,Strange World,Strange World,0,2022,,102,"Action,Adventure,Animation",5.7,48649
tt1713476,movie,The Bay,The Bay,0,2012,,85,"Horror,Sci-Fi,Thriller",5.7,30992
tt1540128,movie,Playing for Keeps,Playing for Keeps,0,2012,,105,"Comedy,Romance,Sport",5.7,31785
tt2095649,movie,Grace of Monaco,Grace of Monaco,0,2014,,103,"Biography,Drama,Romance",5.7,21758
tt9784456,movie,The Kissing Booth 2,The Kissing Booth 2,0,2020,,134,"Comedy,Romance",5.7,40862
tt13406136,movie,The Princess,The Princess,0,2022,,94,"Action,Drama,Fantasy",5.7,16477
tt14227048,movie,Family Switch,Family Switch,0,2023,,106,"Comedy,Family",5.7,30553
tt11044858,movie,Nocturne,Nocturne,0,2020,,90,"Drama,Horror,Music",5.7,14192
tt10888708,movie,The Sleepover,The Sleepover,0,2020,,100,"Action,Adventure,Comedy",5.7,12648
tt8262802,movie,The Holiday Calendar,The Holiday Calendar,0,2018,,95,"Drama,Fantasy,Romance",5.7,12029
